col1,col2,col3,col4,col5,col6,col7,Outcome
0.2229687543500437,0.4076337832775644,0.2960490282929711,0.8305795069254027,0.08007561460947421,0.02422213927573047,0.558538301338688,0
0.8643845102761251,0.42782448778597804,0.8168427677379614,0.16865040189620606,0.3405798984077356,0.3908538819013496,0.4845712334611507,1
0.6055262314078407,0.2677473731452039,0.16992099543725625,0.8717227633477501,0.7722477683461264,0.009385430515824744,0.37168315079702874,1
0.41547790430966736,0.7495165081229065,0.31559633798257636,0.22737702946301863,0.6362314132071609,0.8534094947288138,0.6452754140279153,0
0.6174247846121327,0.7481112250614207,0.26871850233181704,0.4244068334293344,0.05433469111527378,0.48842099976669173,0.33170190562047897,1
0.9896418657140668,0.7199691467837533,0.2546346069812039,0.931718890850815,0.671006258052712,0.4777922490412585,0.3480034671543504,1
0.8472933889448026,0.17694153630256182,0.5758825741245397,0.48354155512253805,0.8915004865912489,0.35883379577117214,0.3684747096867793,1
0.10471566201905158,0.6911575233184543,0.49626540592750934,0.1660151945709778,0.1532974207640948,0.7490883084273016,0.8310588811510331,0
0.3755234620510032,0.7093446080821609,0.6467160538932053,0.4982342052786347,0.7320340811150172,0.3581645864023434,0.5421404592304294,0
0.6350845039681071,0.8669487305545477,0.8883208385517274,0.5198166655369416,0.984347600025173,0.37163224084718716,0.062061004320824065,1
0.21746014198614316,0.4952824151437407,0.036652405532796584,0.6266973950058036,0.4516143086922221,0.17447453053258266,0.562575727186056,0
0.7449620205309666,0.3346771086252195,0.5011819626362436,0.7295246086196585,0.24837906914487895,0.9699068461114742,0.67080346126362,1
0.8789314394823009,0.5546861160324311,0.351922373890471,0.5117740514031518,0.7563179507097718,0.8257039937150983,0.10773115608648576,1
0.94897204826467,0.0020519669893896975,0.5686104736724821,0.8825033462617768,0.9074669088559396,0.7936335944698178,0.44167943945642685,1
0.7787220204096181,0.30939960936038957,0.913833678689174,0.9059622900951482,0.6002110064778033,0.4863284715988989,0.5122104083247383,1
0.96193562881303,0.14273129585499744,0.82680053672044,0.35461242857034114,0.9415495428404387,0.6559404697226873,0.20925483855923366,1
0.8547528520407732,0.5660140060060906,0.7162264899475644,0.041981200268353724,0.9688871461291275,0.9433428716760514,0.6616479569176239,1
0.5996483990409479,0.6759459907746191,0.10329307832750889,0.20122637099591234,0.950269543925789,0.9723746352453533,0.7801082068755716,1
0.9010231575945443,0.7064239503683716,0.3797523193690927,0.4588086061153632,0.6933432691946598,0.6329939128301267,0.9662247047340442,1
0.5070028331824133,0.8333082197125434,0.11355008221567597,0.5973888444472824,0.23060152666118627,0.4359844979328612,0.7375314715031152,1
0.824154472178381,0.7832343244231308,0.9062729158822262,0.8754477377528592,0.6032610483197492,0.5095329711078527,0.7177484584186301,1
0.920792415206359,0.7269192952032677,0.532659244088495,0.3311742293617118,0.2725559548176947,0.18690990355550086,0.8518608991573348,1
0.5264849968253991,0.08671602954951696,0.8913601517181254,0.3220407198246249,0.7721682520392232,0.21525915685038388,0.9857416627771604,1
0.000207079199004645,0.19049998860456963,0.6192520075372882,0.67117725994289,0.10048910096515185,0.7184311985088784,0.3618749784512697,0
0.8787109407749724,0.8943671953627786,0.3998499610770918,0.09017747395216802,0.14725221751329987,0.9482239994246602,0.718160457272231,1
0.821679553679526,0.9133455478607237,0.3417052097749602,0.8877012924571178,0.38327593462353027,0.8001773159526556,0.06783588502032856,1
0.9497218740583805,0.8156959023342372,0.13288935922979073,0.2609693305212619,0.4030049776312613,0.526950538415364,0.9270989855589342,1
0.8062034719813451,0.4047167901853179,0.26576279458218177,0.7630063817695899,0.6208892178284577,0.5393927278125021,0.8662393457626556,1
0.49686888822522635,0.9214403336940409,0.9456570053469029,0.6988496632226554,0.038151309315228144,0.770150089819512,0.938451177188988,0
0.05860069194554918,0.1632047435111782,0.01727564263756054,0.7846228819001585,0.8106711038837158,0.6643578699226995,0.4743957066715834,0
0.11985262980867784,0.609538710324528,0.4380989955170158,0.7132658303775511,0.5855436905101534,0.9934311078101979,0.07250774591812381,0
0.6938077331777562,0.7259376143714548,0.6353535325342279,0.8920809638453031,0.731004484481894,0.5468948916504595,0.7197100023225405,1
0.26383231942543917,0.4912123448386889,0.6007445151846681,0.8733480283034444,0.6264191371281393,0.8481555041857867,0.17553110566329977,0
0.040195953563403664,0.1892659032913242,0.026853795480895726,0.27636653175444115,0.7300067711246325,0.5747080436104928,0.9367662593322337,0
0.43511416654216517,0.5528056776037324,0.983256632044639,0.7797051349942057,0.03994683376567976,0.5944738572177857,0.4452670800972057,0
0.9933713512300391,0.01930797903065784,0.6923489264691123,0.874863512173188,0.18091931615396428,0.27525083699476693,0.39800092936503784,1
0.6804898409081033,0.9321355229390478,0.2628530178017118,0.49464493737233173,0.4500936876021179,0.19105392894835083,0.25991135447498415,1
0.7795385886871681,0.6936313474073365,0.37070882343898837,0.8698999955681718,0.34176292007214437,0.23988780244873653,0.2685053705861421,1
0.4644886764927393,0.7012682969616186,0.9211423843381955,0.20119809092746,0.8121825709767588,0.6108205482731279,0.35410096880594044,0
0.5803444142848138,0.9214938221844093,0.8825187515907087,0.8595527963434654,0.4608091183602766,0.304481527963687,0.6611473785252746,1
0.5056742962606023,0.4104499666479292,0.0802152738669707,0.33699566433881856,0.31241345528781783,0.4403466534276068,0.039507641801062254,1
0.4411504157425552,0.659348021076901,0.5760375525861589,0.2165440406454885,0.9490337248893511,0.22125517161678632,0.21594349389287704,0
0.9545760088010928,0.5446703743011568,0.9293972729328059,0.9535687245378349,0.40052186749728924,0.8098615797519136,0.4963883354057702,1
0.49478822797977906,0.8002878950015511,0.5266771207772608,0.8555911982994099,0.34075229152120357,0.8898043964858369,0.8509492141405999,0
0.5930668107696034,0.10079073425280938,0.6604133473658647,0.09701629994179717,0.8891577225709446,0.7204051967550539,0.18326331724438394,1
0.5111110109078925,0.7100151490875164,0.9912081537596698,0.6278655324186857,0.21550713439010238,0.11606252696491492,0.9185197154305177,1
0.4651968195310645,0.9367002953350358,0.29004812351187537,0.024065941287471637,0.9873786400057653,0.013751004336130523,0.3877528398435224,0
0.014816134461841268,0.696308026973689,0.42845863999902223,0.14477999569484823,0.042461356172801334,0.06688964830013777,0.05373320109591884,0
0.654829519824632,0.5837158751330038,0.3160354960549797,0.21751552599696133,0.21257583821122106,0.595768465029425,0.33339199767969807,1
0.6564087155231147,0.9857091063500291,0.0946661300838485,0.7545113632635833,0.07841602622720445,0.4496838402827472,0.9079230339147375,1
0.055686357574739054,0.8411113744484187,0.31762717048608824,0.23531608642297275,0.16699565088155433,0.061587585505131326,0.33575672592945505,0
0.052666577995723496,0.0581370246051085,0.01784705455970681,0.7847226086596613,0.9949474740246431,0.10046137020573542,0.27942423100874914,0
0.600774682553545,0.5351723894472383,0.1641607928468417,0.8491803880694438,0.25114707991892304,0.3026762443282358,0.8085032513228836,1
0.07420255164808032,0.8374913321715997,0.03219400137590178,0.672999122872942,0.2666551961759437,0.9197918563056147,0.6138720784733335,0
0.1876266075611157,0.48129242112378345,0.2437134761335834,0.052458843830956,0.8058098367253632,0.8741632699912402,0.6227690377375643,0
0.09131302481820447,0.5143468553928646,0.0647299045992189,0.3847307357740283,0.33907726954335426,0.8040831612910269,0.38434296731477635,0
0.9883852100759829,0.43587817908840243,0.06282941305597722,0.9155305211924218,0.94285873796307,0.023685369853969407,0.24341051911382272,1
0.12797866831900906,0.8475326242615099,0.14049057691090006,0.7540256442392339,0.31409493941230426,0.926908009155359,0.8818545676078416,0
