col1,col2,col3,col4,col5,Outcome
0.3234463675053345,0.3413013538207189,0.7601298449963267,0.32765812709248365,0.42153298122314664,0
0.9361072591300073,0.4746337510822085,0.005055805496095855,0.8299600840394091,0.6666686264648153,1
0.9203640889595834,0.1729082250624948,0.694057680077961,0.31950560521512283,0.5390448821527779,1
0.9820714008281968,0.831140377472936,0.6479062251174459,0.4921894791285747,0.7757863130398894,1
0.869305823442028,0.370645173977589,0.14564864413495993,0.3447701827594102,0.05203673006793097,1
0.35534395262393814,0.7991966449202563,0.3507987099452312,0.33172143980399527,0.4344996512585073,0
0.6516899026736792,0.6873751225162924,0.28645697617517707,0.44635642346801085,0.08332003404811372,1
0.24755450994826578,0.6302893115558995,0.15703338757548413,0.8040424765333144,0.015997563431696893,0
0.19180629104392632,0.2676913957615382,0.4432537090761134,0.10206267596666097,0.7670769592053482,0
0.5653059912677815,0.08754508487176038,0.3529949333252389,0.29314926098445904,0.5656500091680594,1
0.9241134467637178,0.8159957717133979,0.19336358558189615,0.31279526258679946,0.5398542058787611,1
0.1733361356589429,0.4466389627701476,0.7496305718637911,0.7276645656671115,0.837137038335809,0
0.363360442660398,0.3144396030172202,0.09399120550143802,0.22701807386638184,0.2270902184244682,0
0.6846825482837414,0.14535965751618973,0.0013145969425450987,0.6450983940833537,0.07491021176553592,1
0.05470627195830369,0.22748497896226738,0.8275657778201362,0.5637000984298858,0.998814643866991,0
0.40167729625841,0.4481151133057474,0.7239033409077568,0.3868864584423257,0.06561316177475718,0
0.3082574213760728,0.6901139093972848,0.7939778862759591,0.5328431502458123,0.19562465719391298,0
0.1366310312796486,0.3985575621646914,0.5718232913830911,0.03287279792233566,0.7446412497142174,0
0.628101912299376,0.2110913176102085,0.8296019436655013,0.8963218713020514,0.45713686277407406,1
0.5746488951551356,0.8183353066971361,0.5282741084074956,0.06700149684519496,0.8096220248720655,1
0.6732024919669025,0.9717948930735034,0.9328775085399855,0.8700986745905733,0.0730805515127182,1
0.5653504298970892,0.5185078438546925,0.6754326461198478,0.6326721186929093,0.2906459416842424,1
0.2902705097050158,0.7913740454130596,0.08879655619915805,0.39567252192398206,0.6502623659452927,0
0.2907935451158862,0.3158058282331173,0.6424963331574965,0.1751580441382582,0.07514729940986276,0
0.3837191109129192,0.5313289707948099,0.6554567595267146,0.5901124708536126,0.7563613842216026,0
0.006887296421237865,0.069886752137445,0.7733215748412263,0.2004177145355841,0.791617550266741,0
0.9190263333463858,0.47486483736504237,0.8549372535974479,0.3227387612694864,0.3994005611951915,1
0.4693693107171941,0.5507719191349019,0.4677636196649716,0.2898857417514549,0.47493142019864787,0
0.3432162937498138,0.49676534012739504,0.8790371743788534,0.42967049410446,0.889171993006243,0
0.42352041605447943,0.5720075197336789,0.9138134684211039,0.3833969772037573,0.8899393635254839,0
0.01818296387241558,0.864495395927329,0.674590184832181,0.15717095118501245,0.17706113681101288,0
0.8265084585723671,0.804495954379493,0.8924820687129513,0.8968762859527418,0.7957077945557881,1
0.9277630558141765,0.6660732782745722,0.6108658317445709,0.010058504393327894,0.46551601894500105,1
0.7422073764478623,0.2954485953282624,0.9370070329268657,0.45611211688658393,0.3711990806894916,1
0.7823676104344393,0.4679203925671783,0.22054940427113778,0.9501925219928141,0.5158819002968497,1
0.02695178177043367,0.9271803893571455,0.2987844647835751,0.0174418083177571,0.5063842215852696,0
0.9613098889542209,0.3917997100830001,0.5161160805023832,0.8977476908373138,0.8038965259510548,1
0.4501877073381665,0.7258616891811843,0.1608765057716569,0.14043502944297592,0.7809626397842332,0
0.2992766772233736,0.48384146690458607,0.28642080028671746,0.07501022162017801,0.6943190146616158,0
0.7229434011075379,0.9660113018607803,0.949330180273099,0.4591588976349805,0.7751532515963611,1
0.5565625725855161,0.8650099795022228,0.7190539291446776,0.808332315112451,0.07394967463744562,1
0.589054987357216,0.6006027926097937,0.3579141908598886,0.5654730753822802,0.7346805215518577,1
0.3092129541638633,0.010618599452537403,0.6806487673058423,0.9962915649713606,0.43393741857956125,0
0.0762262495500372,0.18439643973978137,0.08971022331341227,0.2883980030929961,0.14559616725165836,0
0.1489046176368829,0.8522673372411054,0.11673506833703029,0.5766387297780907,0.026265003247738727,0
0.7041202566240221,0.4692188225017706,0.5739701150145267,0.14531884394210837,0.8395415265842242,1
0.9705785642151254,0.40947639494923127,0.09117577863531812,0.8264544421169072,0.18669534027066137,1
0.036136809609907505,0.10230464839540532,0.6438851138310326,0.8481770145151255,0.17224126365849568,0
0.20729932052306776,0.21150237718386133,0.23535776035236777,0.1625332744722312,0.1256381453259533,0
0.9282671704322074,0.9689037629011004,0.9998404305609041,0.26131367970789554,0.3949878196961273,1
0.016686264171703047,0.5000125543724181,0.33012340925202655,0.33057447385309857,0.26874982891146315,0
0.46750409415650285,0.3135663813887831,0.4640937659806774,0.9780610942904806,0.43436155626240236,0
0.7766495311954685,0.5627491914656766,0.6266832371475979,0.25375937935379334,0.2360995560544209,1
0.1980510896801453,0.7904815006659173,0.12541558079430926,0.6927757126739913,0.7564522938755486,0
0.05653917067912462,0.8783658765549034,0.7142423504674075,0.14784222403601366,0.22687927809816266,0
0.9609443028489739,0.3083315787889077,0.12782839453722672,0.9884339317850329,0.44647580691779276,1
0.48665009816244886,0.20910826052562326,0.5132996870001766,0.6277210416950412,0.878129352777743,0
0.6471462194606474,0.08630710873863623,0.23470298692039038,0.6537574891320554,0.18027202462483116,1
0.5003555508919222,0.2163984817874567,0.9534407429407965,0.7310858875453218,0.07548393496463446,1
0.04426512059521104,0.7703413557078422,0.6987877718777871,0.3487806488661981,0.36687448964427827,0
0.7153015756973577,0.5841851166454841,0.5759049193507627,0.5530333572399381,0.6541646413752604,1
0.5752259486757557,0.534460216727484,0.7798648970818023,0.5478601052561014,0.2702708779374977,1
0.648242002000227,0.882262508963963,0.2004566758236983,0.6039611191030274,0.676657443921215,1
0.7374698928470416,0.34531093606555585,0.5359107612135127,0.000567496431912673,0.2051252952978555,1
0.005582232481031957,0.14321851577119382,0.754364969229148,0.8808674864103668,0.31434433795115224,0
0.030463670568054213,0.017119258440136065,0.6941145712027689,0.9587957164350522,0.6369546014621287,0
0.32722351875773636,0.6062370763883036,0.49694439836334736,0.2635524913361331,0.09263325809602585,0
0.9805670260759302,0.8895321680364155,0.4871372387677785,0.14242824590113234,0.5705171419923261,1
0.7409393534088912,0.25858236385666256,0.8365330404610976,0.2403917267362803,0.9197274337880539,1
0.9513046704667966,0.4773508979540738,0.31175589823048044,0.9330496838263831,0.7764347117772421,1
0.6579491517912629,0.6273187488351879,0.6088030541019294,0.8771024462232138,0.21360715442459577,1
0.6744660059434975,0.5498055265510376,0.23547626844958613,0.8411685664482552,0.03763803164835644,1
0.6114044731035956,0.11368972204919336,0.30688776612454216,0.2580816143345531,0.695371140104171,1
0.7358807810285444,0.4650779731704989,0.6937074313151991,0.9250208986583,0.10746466922736508,1
0.7469259829385734,0.17526649215985157,0.13881471040854865,0.3761559706784183,0.03025944620472032,1
0.3495270097483141,0.5994832981584568,0.5751221617971003,0.021701978731474614,0.7921163333388096,0
0.7440920603205946,0.8361645166456423,0.8864894210188601,0.924771031627935,0.8844893018763322,1
0.697250847054258,0.7208316830258679,0.8223539042233791,0.20141229522341564,0.7696783762973076,1
0.3252555301384722,0.9140027738667614,0.10162612390610093,0.4488451024817478,0.5640154618320108,0
0.19102587522579872,0.30759344561924384,0.6914598197272896,0.027530044544178844,0.7680138336435383,0
0.6478927587412484,0.7927185154973481,0.26905959778365873,0.07794265746827689,0.8675161531054296,1
0.4020603691186502,0.41749589337651494,0.06139993252768139,0.6476717294252758,0.543644961639368,0
0.5588131184128468,0.0021894786896011764,0.9312363499738548,0.17809537446085588,0.3291604817662507,1
0.7574748086724441,0.1495782932874088,0.5726723284763322,0.3803070514393716,0.26591816163806226,1
0.792495638044017,0.9588653669498467,0.8078176699887791,0.47057231649541476,0.4342134012582045,1
0.17396793302728697,0.5303713502078518,0.09223798247727177,0.15530348653548676,0.0021331756017315406,0
0.41646636627171874,0.5917481037620745,0.13015025042109385,0.8718656322394939,0.8835052984131244,0
0.26734070504570495,0.8179858280378355,0.9463358419175983,0.9326022765372167,0.013449538660801785,0
0.3013404199799471,0.33333677967269804,0.4359585429708962,0.5865384592871661,0.08046641462643767,0
0.8225000010583942,0.10382098487382307,0.32591391613963616,0.40417091527821913,0.34490645325027003,1
0.9175968723278474,0.18805711271891046,0.5054190175410866,0.9252204940268446,0.16793807583070575,1
0.6094591445827704,0.29557910677742194,0.9785396337414801,0.19631755990643374,0.31391948866645236,1
0.8286063624371265,0.5588140248669873,0.5917703945739724,0.9847675871966108,0.4629784262134471,1
0.28006723114697396,0.2848666662851056,0.8353851844615434,0.0779528123150165,0.993682158861458,0
0.9502195493186418,0.41962358557655877,0.5087550783765696,0.546101895074497,0.7862407997618955,1
0.28096648177670025,0.2823874679202204,0.6412158930964605,0.26467930129100226,0.01917793157125569,0
0.28707420723386456,0.4188610694814725,0.6495105107504606,0.32754351613524846,0.3620954822854393,0
0.5808536120953735,0.44163935324152337,0.7815971763513716,0.49263972577285753,0.49980047203913025,1
0.8135067847235387,0.7905013175639537,0.46019928067947535,0.5198838933676249,0.7121515862418164,1
0.16290100508114402,0.9484678898502362,0.39879112404834116,0.7737962372358533,0.12805897196259397,0
0.1848442125469557,0.5774079205619517,0.15865546031252264,0.5588781662730773,0.9582812655721803,0
0.2536118022030365,0.7930288852197024,0.24114478554947394,0.5361424729739199,0.19940778041192697,0
0.10067578908597608,0.29842236456021587,0.7932221637667923,0.14950859018072316,0.8435365656237245,0
0.19726754858861495,0.5716035570303905,0.10105464876997228,0.5831266825372373,0.7676877069175276,0
0.8781192973987996,0.3581232582494206,0.5902581686245411,0.4196427681098376,0.08758306911969971,1
0.11135893775894479,0.08313655084502258,0.2344121942502133,0.6446517210376296,0.4487967942557657,0
0.6695438165282631,0.1383773638071012,0.14796780122349207,0.5076780617399551,0.8910590951135798,1
0.6349854181553876,0.027448683043654554,0.10047976066239328,0.9085798210508236,0.2797517930033133,1
0.6420814463840532,0.457271053828069,0.6336839198069015,0.2467511021645583,0.29264163581873737,1
0.6437089291508453,0.7800960971831291,0.24710196687981067,0.0831106963551721,0.17916955924235223,1
0.8054715105159107,0.7661773204242571,0.795284841444518,0.5990550444169707,0.484451796113494,1
0.7498912020496551,0.2657870387452631,0.24497470141468802,0.6907332135895101,0.09486152688683491,1
0.5742769098204744,0.20298089602866898,0.29889797474967017,0.5121375112999079,0.37450054982390213,1
0.1289695986945022,0.4455302758791102,0.9520117423551471,0.14896417204452428,0.03177016005760658,0
0.4959634566293548,0.4066662687653022,0.7652013706001279,0.7061641889443423,0.533215037192242,0
0.8002228968909901,0.1033978206639069,0.3841224974055917,0.22783669771026493,0.47841228404541547,1
0.20778367906392503,0.19915411164605934,0.9549396294068512,0.2327292599191635,0.10496036135095121,0
0.6655228059566285,0.1300166727574863,0.5549534263686282,0.8471170203854294,0.723501483763279,1
0.14502120795010243,0.2607157258805245,0.9528874958093351,0.42964166981754315,0.4681282981338273,0
0.9850698657260546,0.3183864004659388,0.09200110254592664,0.1969014375944007,0.3004854368642287,1
0.9208438196619099,0.6900564692148865,0.08515065855506354,0.10508211960306635,0.13871899347591876,1
0.43027822755436873,0.03684767354512297,0.6044704028119183,0.6497303210590449,0.3954472372667931,0
0.5478731579894154,0.1753473037362352,0.8522615528099874,0.40949333068979543,0.006990868835751507,1
0.949272903659337,0.8461707456848178,0.24171564914158838,0.9550180035621608,0.07977177461743523,1
0.20822053436939558,0.7915102178871348,0.2552420321644894,0.07039236754333567,0.16841147234084186,0
0.296146950454795,0.8192953625257028,0.9881962539181929,0.5555176717152016,0.6719132586447782,0
0.6253911718312045,0.07488123210579034,0.5266514711945686,0.17169009886272557,0.7331268744676146,1
0.5553011160646354,0.6879474662872073,0.2792118178964538,0.4972718238578131,0.24423632064871292,1
0.7418267222318448,0.22032205341008337,0.39028333287187356,0.056018759178750877,0.2935409499622106,1
0.7357667813608791,0.5528560771269625,0.9057348876210406,0.4835765636424336,0.09273584557094416,1
0.7342528515830573,0.9869593109245062,0.01661973501757541,0.44663772718218275,0.362564569978566,1
0.8030245395225115,0.7393262635487021,0.19354783221138916,0.6806444202019103,0.5418022829527324,1
0.5963177555227674,0.9324434115538255,0.000414693065495797,0.7198871413722888,0.4882657152946248,1
0.9525536751102355,0.88067995174306,0.2272589728352482,0.13171283066256512,0.9625751230356074,1
0.44551705502095484,0.12590185206365423,0.9339807476416568,0.39536965280950975,0.0791257011758788,0
0.07184472791948515,0.32258765627063024,0.24903337653914492,0.05043635888989206,0.6856772164899907,0
0.42649157678077554,0.8654521974344042,0.7300103942315033,0.6203405620617587,0.9540526801473701,0
0.9527289332062022,0.4420147443632364,0.35628591650263797,0.018151361808908528,0.537014914473619,1
0.3999684982746835,0.26928873722452973,0.9850354221782586,0.2523960705019518,0.6490745774596194,0
0.32174171554961817,0.7392928495125126,0.2156028203068311,0.47020705486259595,0.5395416786318793,0
0.6639888644191345,0.07917448194981769,0.35935146462487444,0.870617647489935,0.26457307960675136,1
0.29383554250799704,0.8985010807892149,0.394999611855667,0.05670020721919322,0.9636485590177843,0
0.49235900375376895,0.9468225641805477,0.039054946063058926,0.05817163440081474,0.5649382615036493,0
0.9629820401159304,0.642906344470244,0.8166622392510132,0.21631238211651627,0.42019362132333016,1
0.09781287036440722,0.7499551808541682,0.8434228977114187,0.9387269261998781,0.13928029090765837,0
0.7090916091135129,0.6156912522587151,0.8194212787549612,0.9327494520190772,0.8800497178810732,1
0.5242833738427863,0.7500925178281251,0.3819618727095305,0.3383035398347489,0.11751028215390114,1
0.9132572911112593,0.5475190624538873,0.05249438997058187,0.2763595250430071,0.009010967175781537,1
0.9050664661321346,0.5355269411723391,0.4654241254188425,0.37339378855431915,0.07395486758406267,1
0.6464586171112442,0.8312313128673503,0.9394572611503307,0.7537580308359612,0.2688720317185186,1
0.978699792797597,0.47824836390546643,0.10841120752699451,0.3547041004308419,0.4847226598869774,1
0.34181659185520596,0.4827313726264454,0.8631360533624767,0.42831817193079014,0.24019067327829047,0
0.47109721751645484,0.5466212504564376,0.8972340425374502,0.28404512515697966,0.5671879025203161,0
0.4477189788662761,0.9575317044171754,0.7798272411459168,0.12216603229651668,0.1293293149191579,0
0.832562574614565,0.8991608781921646,0.8452340965662556,0.29119031062426126,0.8662238612660035,1
0.90067488310387,0.9258563124804846,0.9888002742445549,0.9715041187192208,0.677644198479122,1
0.8358052395206962,0.8480082139277682,0.1440712336277714,0.3520996794227186,0.5872142545920054,1
0.14633806103716962,0.6438058998753189,0.9800196574259034,0.2934054514910427,0.6413664875986301,0
0.27309686254153187,0.3640058768522676,0.20906506069313668,0.7175121659888913,0.4153763079848739,0
0.6236996696011714,0.020190816452826388,0.2210059348894433,0.690490347259628,0.9379658444147635,1
0.14513423956751614,0.8736200180858299,0.2977028983057548,0.2451720000200618,0.08797290974041716,0
0.23474958665338608,0.806681006649193,0.6788478071287769,0.4580568858325854,0.9822988029972253,0
0.5915763883996115,0.031093973933741692,0.4650704010361306,0.89713214218911,0.7053291098901262,1
0.54721972930843,0.9217281016472073,0.2955616362828627,0.2234523032690574,0.31899875576589487,1
0.5313645568880726,0.05984294844570659,0.524690484296269,0.8126495275708847,0.31086257309745835,1
0.02125234426026823,0.5339027121401263,0.23620786434780883,0.1004483651184932,0.5236514845906004,0
0.5514314035329964,0.17316048481015145,0.5419582338310734,0.853043832251196,0.4058954147695536,1
0.2145645091959758,0.2435170429889688,0.3577525798816601,0.24767638420011273,0.8380463893610222,0
0.7139885452407223,0.8130236628507338,0.7828406808277235,0.2151738546506372,0.42895240378238586,1
0.056764924692295105,0.8375269886046804,0.8603184822869633,0.9892529044124927,0.43049233769544215,0
