col1,col2,Outcome
0.5736046398483177,0.09012180843058293,1
0.952252358098115,0.5287103714606841,1
0.21451406322101185,0.9420515861094129,0
0.6372831160634032,0.4674857472429377,1
0.01519534774483755,0.6913904952947558,0
0.6392726141840928,0.927723914368117,1
0.030370810042720686,0.9464614067679233,0
0.5461880681573933,0.43688105236749397,1
0.339497913795223,0.7225682867960862,0
0.06409200837818019,0.6858664598465607,0
0.3103593098663696,0.9135232821358548,0
0.581498843115561,0.8485172447829948,1
0.5328440895250991,0.8480525185307944,1
0.9354584316314288,0.17816101559516662,1
0.949307830119738,0.1165615632130721,1
0.4757335938628495,0.5529069945850763,0
0.4086887478324599,0.3226645082770053,0
0.46499135064802954,0.5455879834230415,0
0.4865554578829139,0.25370571187423685,0
0.6535062016722069,0.5128420492392523,1
0.003617276878555842,0.5574380567539928,0
0.4953706924262048,0.813747016907936,0
0.14045318005307939,0.9219919487756513,0
0.6389065478442505,0.6599694379139811,1
0.022708212870864664,0.33971101316072216,0
0.9566872267313747,0.6143208478113966,1
0.5540674815464738,0.287457771587154,1
0.035804433808375724,0.2626783287871334,0
0.23028595390870232,0.7491641810357168,0
0.711173520407194,0.1736626782362266,1
0.23567267537933345,0.1253193557354093,0
0.9018961843051182,0.24935014806871125,1
0.8862462458421589,0.15064103310392085,1
0.4253590769496751,0.3672938437692761,0
0.36250314595144495,0.858343608792385,0
0.6114855991884459,0.3069059978998535,1
0.5089265690797005,0.9974808480017451,1
0.7571282505908682,0.5632444846052651,1
0.6818196537270799,0.9097285547366649,1
0.5813608615178135,0.32949946051586154,1
0.20314693167835218,0.8581014645671483,0
0.9980076363304465,0.4742228894608138,1
0.4409276207688563,0.9873041760679983,0
0.9193061349750692,0.2832524116017088,1
0.9191803282729586,0.7666864411956321,1
0.3370305298484795,0.6627884338930671,0
0.6287766054318115,0.38436106348689025,1
0.465887474815626,0.6068557305901641,0
0.9022258741949574,0.20104118241031632,1
0.7111794643589102,0.8390425833470995,1
0.6060671346684682,0.2720622059141329,1
0.8688873175037757,0.6484361864310955,1
0.9591012002944534,0.5657390714506125,1
0.8723867113663637,0.19288947666775147,1
0.5694384786990396,0.9939282561910288,1
0.5646526081853049,0.8289094528450547,1
0.6626743490983193,0.5812682547557595,1
0.10551811333418892,0.907422056779883,0
0.5818664505108934,0.053420734893192434,1
0.6577409280298693,0.22994921451859018,1
0.9089518810697405,0.6758917234942606,1
0.1997066530546242,0.8649873638937164,0
0.17744077209147213,0.8570870644911219,0
0.025592216453471872,0.6857382790200702,0
0.7388210043360153,0.8020562432692918,1
0.967966791614687,0.5166026450244614,1
0.06259097417279469,0.20842741788646635,0
0.09085567041800213,0.7009912568646821,0
0.8046608520226615,0.9255839234766898,1
0.09690916244399805,0.28660564680864253,0
0.9889592291304857,0.1019002813295169,1
0.7272420536211575,0.8437541232107026,1
0.8563032372880431,0.22521775415337486,1
0.9749087944489462,0.3753337470218331,1
0.9602611869855264,0.2751216786733284,1
0.8226887436173622,0.769932994437826,1
0.5359730727187143,0.6612227456515543,1
0.6744707116679453,0.28159737945151964,1
0.7602872892490907,0.9456429974522381,1
0.9633763453788103,0.127305342463632,1
0.518114853300158,0.3314428581405492,1
0.4698981007582833,0.43330400882303943,0
0.9506062699297517,0.7001582430802383,1
0.58533311951677,0.04212277213575166,1
0.4228793379794339,0.23679060372403293,0
0.09071326108782396,0.1712436702456317,0
0.12047003362052655,0.8772539398792497,0
0.10647541000917926,0.8326891617751652,0
0.7650614716746013,0.7849069038105654,1
0.6604671666796559,0.06171276356503619,1
0.9465817562804594,0.34173520338596053,1
0.09992879182154635,0.3857916942176962,0
0.22143450867082315,0.5553960984517966,0
0.8470057880691941,0.1614982270112435,1
0.11025415865658872,0.542646787354078,0
0.44281289671682833,0.2642623893422602,0
0.05095098871894177,0.7879653454007814,0
0.6877106843608078,0.6592888258287877,1
0.6086782302694376,0.10820606259874432,1
0.07773727860176816,0.15738709828132036,0
0.7581008536881341,0.9526099951961747,1
0.17354322617655804,0.40382300545766403,0
0.9910867253971051,0.3298861031314624,1
0.42014658534493055,0.10011764360476638,0
0.09822996383000104,0.48681498371080134,0
0.7924420551096047,0.025957541001536355,1
0.10873975244298417,0.31634891666999365,0
0.9343079104072051,0.01245845707025195,1
0.6341889239034215,0.5484348286063698,1
0.08237392325926285,0.7578840982880154,0
0.8920162625570764,0.20167600994444068,1
0.9640350951736466,0.6069110664466761,1
0.6827298939493178,0.603711147234548,1
0.8343269209187452,0.7484468521870561,1
0.9418489253469237,0.15370723421417243,1
0.796616285747709,0.3054651947985745,1
0.4599508162586079,0.6207307785919683,0
0.29382541261104556,0.3325831984745308,0
0.8316622931749138,0.9174008455726568,1
0.18101816311667562,0.6755802141649585,0
0.09992328280795926,0.017355245291481358,0
0.2531205373401513,0.8035849975258588,0
0.6053051138018092,0.67296605246704,1
